Tweet;"Tweet ID";Time;Favorited;Retweeted;"Is Favourited";"Is Retweeted";"Is Retweet";"Retweet from";Latitude;Longitude;Country;User
"@Goldmaennchen Die Geolino kann es dir erklären 😊 https://t.co/mM0eu8OoJO";1129257742382903296.0000000000;"2019-05-17 07:30:01";0;0;0;0;0;NULL;NULL;NULL;NULL;matthiasgolle
"RT @linglitTUDA: Klimawandel oder doch Klimakatastrophe? Im Seminar "Digitale Analyse d. politischen Sprache", in dem Prof. Dr. Marcus Müll…";1129257796200030209.0000000000;"2019-05-17 07:30:13";0;3;0;0;1;linglitTUDA;NULL;NULL;NULL;SabineBartsch
"RT @Jumpsteady: Neue Umfrage von Infratest Dimap zeigt: #Klimawandel wichtigstes Thema bei #Europawahl2019. Ein Zuwachs von satten +22% geg…";1129257910666711046.0000000000;"2019-05-17 07:30:41";0;32;0;0;1;Jumpsteady;NULL;NULL;NULL;Labbi10
"Wie Merkel setzt @akk bei  Sicherheit,Verteidung,Innovation, Wohlstandssicherung und Klimawandel auf eine stärkeres gemeinschaftliches Handeln der EU-Mitgliedstaaten.„Das sind die großen Fragen!“-Interview @ta_nea @repubblica @Le_Figaro @telegraaf @el_pais https://t.co/SoAnHtI2o1";1129257915955777541.0000000000;"2019-05-17 07:30:42";2;0;0;0;0;NULL;NULL;NULL;Germany;sarfeld
"RT @t4future_de: Bei unserer letzten Waldexkursion hat ein Förster meine SchülerInnen darauf hingewiesen, dass die kommende Rekord-Borkenkä…";1129258133761794048.0000000000;"2019-05-17 07:31:34";0;41;0;0;1;t4future_de;NULL;NULL;NULL;rheto
"@sunnykiddos istg diese heuchlerei von den jugendlichen dass man was gegen den klimawandel tun muss fuckt so ab weil man einfach weiß dass die jenigen NICHTS tun";1129258160714215424.0000000000;"2019-05-17 07:31:40";3;0;0;0;0;NULL;NULL;NULL;NULL;celineinfarbe
"@_donalphonso Verdammter Klimawandel aber auch! Wir brauchen mehr CO² in der Atmosphäre....😂";1129258211821924352.0000000000;"2019-05-17 07:31:52";0;0;0;0;0;NULL;NULL;NULL;NULL;nichtvermietbar
"Warum diese Fixierung auf nationale Operetten-Armeen? Mit einer europ. Armee könnte man die Verteidigungsausgaben drastisch senken und in andere Projekte (Klimawandel?) stecken. Und man hätte trotzdem einer der stärksten Armeen der Welt https://t.co/XpoHmr0Dmv";1129258261734154241.0000000000;"2019-05-17 07:32:04";3;0;0;0;0;NULL;NULL;NULL;NULL;el_kartono
"RT @dieLinke: „Die jungen Menschen von #FridaysForFuture haben von Wissenschaft mehr verstanden als manch andere.“ @OezlemADemirel #schlaga…";1129258447206264832.0000000000;"2019-05-17 07:32:49";0;20;0;0;1;dieLinke;NULL;NULL;NULL;7VAMPIR
"RT @neos_eu: Wie teuer ist es, den Klimawandel zu bekämpfen? 🤦‍♀️
Die Frage ist: Wie teuer ist es, wenn wir es NICHT tun? Wir, die nächste…";1129258694372405248.0000000000;"2019-05-17 07:33:48";0;5;0;0;1;neos_eu;NULL;NULL;NULL;eggstef
"@IlseAigner @MerkurStadt Ich sehe schon, um die Dinosaurier und Betonköpfe zu überwinden, werden wir künftig viel Zeit auf der Straße verbringen. Es gibt viel zu tun gegen Klimawandel, Diskriminierung und Rassismus.";1129259135726489602.0000000000;"2019-05-17 07:35:33";2;0;0;0;0;NULL;NULL;NULL;NULL;KathiWue
"Kein vernunftbegabter Mensch leugnet den #Klimawandel. Ob es aber ausreichend ist, seit 30 Jahren mit dem bevorstehenden Weltuntergang Angst zu schüren, muss der Wähler entscheiden. Statt grüne Verbote wollen wir die Förderung von umweltfreundlichen Technologien. https://t.co/4pe19xA1Zb";1129259152591794176.0000000000;"2019-05-17 07:35:37";2;1;0;0;0;NULL;NULL;NULL;NULL;foersterjoerg
"RT @21tribes: "Climate scientists fake their data, so that they continously get paid by the government"

#climatebrawl #ClimateChange #Klim…";1129259372125786112.0000000000;"2019-05-17 07:36:29";0;11;0;0;1;21tribes;NULL;NULL;NULL;EdDarrell
"Schade, dass das @ardmoma den Klimawandel als „Meinung“ darstellt und nicht in den wissenschaftlichen Kontext setzt.";1129259487834066944.0000000000;"2019-05-17 07:36:57";0;0;0;0;0;NULL;NULL;NULL;NULL;dns_real
"RT @Die_Gruenen: "Es ist doch absurd, dass wir im Jahr 2019 darüber streiten, ob es den Klimawandel gibt oder nicht." @SkaKeller beim #Schl…";1129259511326359553.0000000000;"2019-05-17 07:37:02";0;72;0;0;1;Die_Gruenen;NULL;NULL;NULL;gruene_koblenz
"RT @sknayx: Y'all:
Klimawandel               TW/PayPal https://t.co/uiDXW03gd8";1129259897412030464.0000000000;"2019-05-17 07:38:34";0;10;0;0;1;sknayx;NULL;NULL;NULL;weinmutti
"Anthropogener Klimawandel reiner Sektenglauben! Nicole Höchst (AfD) Bundestag 18.01.2019 https://t.co/eSxW8yQ0QJ";1129260009320136706.0000000000;"2019-05-17 07:39:01";1;0;0;0;0;NULL;NULL;NULL;NULL;AliceWo18626168
"RT @plutonisch: Hoffentlich realisieren wir bald, dass primär große Konzerne zum Klimawandel beigetragen haben. U.a. hat @ThomasKnorra den…";1129260044070150144.0000000000;"2019-05-17 07:39:09";0;6;0;0;1;plutonisch;NULL;NULL;NULL;alexabringmann
"RT @Jumpsteady: Neue Umfrage von Infratest Dimap zeigt: #Klimawandel wichtigstes Thema bei #Europawahl2019. Ein Zuwachs von satten +22% geg…";1129260472971288576.0000000000;"2019-05-17 07:40:52";0;32;0;0;1;Jumpsteady;NULL;NULL;NULL;riffklima
"RT @Die_Gruenen: "Es ist doch absurd, dass wir im Jahr 2019 darüber streiten, ob es den Klimawandel gibt oder nicht." @SkaKeller beim #Schl…";1129260511068065792.0000000000;"2019-05-17 07:41:01";0;72;0;0;1;Die_Gruenen;NULL;NULL;NULL;Nachdenken
"RT @FfFEssen: Jedem Tag läuft die Uhr..
Wir haben noch 11 Jahre zeit..
Dann ist der Klimawandel unumstößlich..
Wir haben kein Bock darauf,…";1129260541325774853.0000000000;"2019-05-17 07:41:08";0;40;0;0;1;FfFEssen;NULL;NULL;NULL;SinchenVuZ
"Ihr habt sicher alle diese verblüffende Exxon-Grafik von 1982 zum Klimawandel gesehen? Hier ist die Geschichte dazu: https://t.co/FCiRNwy8t3 https://t.co/iK2Ctrzzaj";1129260624943431680.0000000000;"2019-05-17 07:41:28";4;3;0;0;0;NULL;NULL;NULL;NULL;pakTagi
"RT @pakTagi: Ihr habt sicher alle diese verblüffende Exxon-Grafik von 1982 zum Klimawandel gesehen? Hier ist die Geschichte dazu: https://t…";1129261229665652736.0000000000;"2019-05-17 07:43:52";0;3;0;0;1;pakTagi;NULL;NULL;NULL;dostrebel
"RT @mfnberlin: Bundeskanzlerin #Merkel nahm heute an einer Führung durch unsere Ausstellungen sowie Teile unserer Sammlung teil und informi…";1129261244752584704.0000000000;"2019-05-17 07:43:56";0;13;0;0;1;mfnberlin;NULL;NULL;NULL;nilsadmoore
"Spitzen-KandidatInnen für die #Europawahl2019 im @ardmoma Teil V mit @Joerg_Meuthen #AfD: Einfluss des Menschen auf den Klimawandel nicht restlos geklärt https://t.co/M5JswoWhpi";1129261558184534024.0000000000;"2019-05-17 07:45:10";16;4;0;0;0;NULL;NULL;NULL;NULL;ardmoma
"RT @schwarzbrod: Die Menschheit bekommt den Klimawandel nicht in Griff weil es ein grundlegende menschliche Verhaltensweise ist   im Jetzt…";1129261751076294658.0000000000;"2019-05-17 07:45:56";0;3;0;0;1;schwarzbrod;NULL;NULL;NULL;AntifaGmbh
"RT @Jumpsteady: Neue Umfrage von Infratest Dimap zeigt: #Klimawandel wichtigstes Thema bei #Europawahl2019. Ein Zuwachs von satten +22% geg…";1129262145181552640.0000000000;"2019-05-17 07:47:30";0;32;0;0;1;Jumpsteady;NULL;NULL;NULL;TransitionHan
"@tagesschau 70 % der Topmeldungen haben den Klimawandel zum Thema";1129262591568687104.0000000000;"2019-05-17 07:49:17";0;0;0;0;0;NULL;NULL;NULL;NULL;Sti512107
"Die CO2-Konzentration in der Erde hat einen Höchststand erreicht, die jährlichen Durchschnittstemperaturen schnellen nach oben, aber trotzdem sollten wir nicht vom Klimawandel reden. Es steht nämlich nichts davon in der Bibel.";1129262677598101504.0000000000;"2019-05-17 07:49:37";0;0;0;0;0;NULL;NULL;NULL;NULL;mfzh
"RT @goldpartikel: Lieblingssender @ARTEde haut mal wieder eine Wahnsinns-Doku raus.
Absolut #sehenswert:

Die Erdzerstörer https://t.co/Ifm…";1129262678323679237.0000000000;"2019-05-17 07:49:37";0;36;0;0;1;goldpartikel;NULL;NULL;NULL;mausimmuseum
"RT @Jumpsteady: Neue Umfrage von Infratest Dimap zeigt: #Klimawandel wichtigstes Thema bei #Europawahl2019. Ein Zuwachs von satten +22% geg…";1129262717683032064.0000000000;"2019-05-17 07:49:47";0;32;0;0;1;Jumpsteady;NULL;NULL;NULL;erwintenhumberg
"RT @akivoeg: @tagesschau Und die AfD hat Recht. Es gibt keinen Menschen gemachten Klimawandel. Klimawandel gab es schon immer.  Die Mensche…";1129262721508233217.0000000000;"2019-05-17 07:49:48";0;13;0;0;1;akivoeg;NULL;NULL;NULL;THOR200375
"@Hermann3004 Von Menschen-beschleunigter Klimawandel indes schon;-)";1129262884767391745.0000000000;"2019-05-17 07:50:27";2;0;0;0;0;NULL;NULL;NULL;NULL;enormgruen
"RT @FfFEssen: Jedem Tag läuft die Uhr..
Wir haben noch 11 Jahre zeit..
Dann ist der Klimawandel unumstößlich..
Wir haben kein Bock darauf,…";1129263041877553153.0000000000;"2019-05-17 07:51:04";0;40;0;0;1;FfFEssen;NULL;NULL;NULL;FussgaengerinS
"CO₂-Emissionen: Fleischkonzerne schaden dem Klima mehr als die Ölindustrie
Von Silvia #Liebrich | Süddeutsche Zeitung 🇩🇪 🇪🇺️ 🇦🇹️ 

Die fünf weltgrößten Fleisch- und Molkereikonzerne... https://t.co/t5VGuiwbnt";1129263288359854080.0000000000;"2019-05-17 07:52:03";0;0;0;0;0;NULL;NULL;NULL;NULL;wohnblogAt
"@Die_Gruenen @SkaKeller #FakeNews 

Den #Klimawandel bestreitet niemand
Die Diskussion wird darüber geführt, ob er menschengemacht ist und welche Auswirkungen er hat

Einmal bei der Wahrheit bleiben";1129263298875150336.0000000000;"2019-05-17 07:52:05";0;0;0;0;0;NULL;NULL;NULL;NULL;SapientemS
"Wenn man glaubt, man müsse die ganze Welt retten, weil man das bei der eigenen Familie nicht schafft.
@Achgut_com über das Buch der Mutter von #GretaThunberg
#Greta #FridaysForFuture #Klimawandel #Schulstreik
 https://t.co/A472V4y1TX";1129263545684766720.0000000000;"2019-05-17 07:53:04";1;0;0;0;0;NULL;NULL;NULL;NULL;Hirn_Knoten
"RT @WWF_Deutschland: Schlimme Nachrichten aus Australien: Der Bestand der #Koala​s ist so gering, dass sie laut @savethekoala praktisch aus…";1129263830117359616.0000000000;"2019-05-17 07:54:12";0;127;0;0;1;WWF_Deutschland;NULL;NULL;NULL;marjanminnesma
"RT @t4future_de: Bei unserer letzten Waldexkursion hat ein Förster meine SchülerInnen darauf hingewiesen, dass die kommende Rekord-Borkenkä…";1129263845241970688.0000000000;"2019-05-17 07:54:16";0;41;0;0;1;t4future_de;NULL;NULL;NULL;stachelvieh
"@zeitonline Das weiß er eben nicht.
https://t.co/Jnys9ojax5 
Werner Kirstein: Klimawandel - Wird die Wissenschaft politisch beeinflusst? 
https://t.co/ikt6hDwFq4 
Der große ErderwärmungsSchwindel -
https://t.co/plhibCWfl8 
Erderwärmung eingefroren - CO2-Schwindler im Packeis";1129263851755773953.0000000000;"2019-05-17 07:54:17";0;0;0;0;0;NULL;NULL;NULL;NULL;LarsGaltung
"RT @Die_Gruenen: "Es ist doch absurd, dass wir im Jahr 2019 darüber streiten, ob es den Klimawandel gibt oder nicht." @SkaKeller beim #Schl…";1129263917870526464.0000000000;"2019-05-17 07:54:33";0;72;0;0;1;Die_Gruenen;NULL;NULL;NULL;Rudini22420290
"@swingrocket @miloudzahir @neomann25 @Joerg_Meuthen Oh..du strotzt ja nur so vor "Objektivität"! 😂😂😂
Woraus beziehst du denn dein "Wissen"? 🤔
Klimawandel hat es schon IMMER gegeben 😉";1129264098561208320.0000000000;"2019-05-17 07:55:16";1;0;0;0;0;NULL;NULL;NULL;NULL;AnJa49150998
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1129264127338270720.0000000000;"2019-05-17 07:55:23";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;truemmerfestung
"5 Milliarden mehr für Waffen die töten anstatt 5 Milliarden um den Klimawandel besser zu erforschen oder den geschröpften Steuersklaven etwas zu entlasten. Als ob 47 Milliarden Militärausgaben nicht schon zuviel wären. Schämt euch! #cdu #spd #trump
https://t.co/x39PiEKBxj";1129264845046636545.0000000000;"2019-05-17 07:58:14";31;15;0;0;0;NULL;NULL;NULL;NULL;DonGiardino
"Nichts macht den Gegensatz bei der #CDU deutlicher als das schöne Angriffswörtchen "aber". Sprachlich und tatsächlich. Und damit ist es für die CDU mit echtem #Klimaschutz schon wieder vorbei.

#NieMehrCDU #Klimawandel #Europawahl2019 #Europawahl https://t.co/4s1zK8qHNM";1129264858241871872.0000000000;"2019-05-17 07:58:17";19;7;0;0;0;NULL;NULL;NULL;NULL;useronline1
"⭐ Bundesforste investieren 100 Mio. Euro, um Wald gegen Klimawandel zu rüsten  ⭐ https://t.co/5gPhHPBX3r";1129264877502115840.0000000000;"2019-05-17 07:58:22";0;0;0;0;0;NULL;NULL;NULL;NULL;infoAustria
"RT @Jumpsteady: Neue Umfrage von Infratest Dimap zeigt: #Klimawandel wichtigstes Thema bei #Europawahl2019. Ein Zuwachs von satten +22% geg…";1129264942216036352.0000000000;"2019-05-17 07:58:37";0;32;0;0;1;Jumpsteady;NULL;NULL;NULL;Wendishwasher
"@Balelt41 Tropenwälder werden weniger. Insgesamt wächst der Waldbestand:https://t.co/mxiQhgGeL1";1129265304390000640.0000000000;"2019-05-17 08:00:03";0;0;0;0;0;NULL;NULL;NULL;NULL;benfire71
"RT @DonGiardino: 5 Milliarden mehr für Waffen die töten anstatt 5 Milliarden um den Klimawandel besser zu erforschen oder den geschröpften…";1129265353421459456.0000000000;"2019-05-17 08:00:15";0;15;0;0;1;DonGiardino;NULL;NULL;NULL;21tribes
"RT @SVPch: SVP-Nationalrat Thomas Matter: «Unter dem Deckmantel des Klimawandels sollen die Grenzen noch mehr geöffnet werden.» Der Zürcher…";1129265414398201856.0000000000;"2019-05-17 08:00:30";0;32;0;0;1;SVPch;NULL;NULL;NULL;BierOtto
"RT @DonGiardino: 5 Milliarden mehr für Waffen die töten anstatt 5 Milliarden um den Klimawandel besser zu erforschen oder den geschröpften…";1129265495432212481.0000000000;"2019-05-17 08:00:49";0;15;0;0;1;DonGiardino;NULL;NULL;NULL;rosenwelten
"@ZDF @Frontal21 Auch die Klimawandel Verarsche genannt ....
Hauptsache die Industrie hat damit schon Milliarden umgesetzt 🤮🤮🤮";1129265527925424129.0000000000;"2019-05-17 08:00:57";1;0;0;0;0;NULL;NULL;NULL;NULL;Koenigsblauer41
"@SVPch Es gibt doch gar keinen Klimawandel. Wie soll es denn Klimaflüchtlinge geben? Sie fordern also kein Asyl für etwas Nichtexistierendes? Jetzt wirds langsam absurd mit der SVP-Paranoia.";1129265771056640000.0000000000;"2019-05-17 08:01:55";1;0;0;0;0;NULL;NULL;NULL;NULL;thomtackle
"RT @AfD: ❝Kein Mensch bestreitet den #Klimawandel!❞
@Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019 im ZDF-#Schlagabtausch. #TVDuell #…";1129265793882034176.0000000000;"2019-05-17 08:02:00";0;28;0;0;1;AfD;NULL;NULL;NULL;GutmenschNaiver
"RT @DonGiardino: 5 Milliarden mehr für Waffen die töten anstatt 5 Milliarden um den Klimawandel besser zu erforschen oder den geschröpften…";1129265845446860800.0000000000;"2019-05-17 08:02:12";0;15;0;0;1;DonGiardino;NULL;NULL;NULL;Mcbain4
"RT @fffusedom: Für alle, die etwas noch nicht verstehen/den Klimawandel anzweifeln:
https://t.co/OocwJIHhYU
Die einzige realitätsnahe Treib…";1129265851260129280.0000000000;"2019-05-17 08:02:14";0;2;0;0;1;fffusedom;NULL;NULL;NULL;BernhardM100
"@UdoHemmelgarn KLIMAWANDEL
JETZT KOMMT DIE EISZEIT";1129265858340114432.0000000000;"2019-05-17 08:02:16";0;0;0;0;0;NULL;NULL;NULL;NULL;ImikRosemarie
"RT @ardmoma: Spitzen-KandidatInnen für die #Europawahl2019 im @ardmoma Teil V mit @Joerg_Meuthen #AfD: Einfluss des Menschen auf den Klimaw…";1129265881173897217.0000000000;"2019-05-17 08:02:21";0;4;0;0;1;ardmoma;NULL;NULL;NULL;DarthKruemel
"RT @startnext: "Was mich am meisten fasziniert ist, dass dieses kleine Land all die großen globalen Themen der Gegenwart perfekt illustrier…";1129266218299461633.0000000000;"2019-05-17 08:03:41";0;3;0;0;1;startnext;NULL;NULL;NULL;FilmSomaliland
"RT @Jumpsteady: Neue Umfrage von Infratest Dimap zeigt: #Klimawandel wichtigstes Thema bei #Europawahl2019. Ein Zuwachs von satten +22% geg…";1129266249643515904.0000000000;"2019-05-17 08:03:49";0;32;0;0;1;Jumpsteady;NULL;NULL;NULL;BernhardM100
"wann folgen endlich alle anderen städte deutschlands und der welt ?

#klimawandel
#klimanotstand
#natur
#CO2 
#CO2Steuer 
#Bundestag 
#FridaysForFuture 
#HambiBleibt 
#AlleDörferBleiben
#Seenotrettung 
#RefugeesWelcome https://t.co/wDEplkrYSl";1129266279372808192.0000000000;"2019-05-17 08:03:56";0;0;0;0;0;NULL;NULL;NULL;NULL;lufabom
"RT @Jumpsteady: Neue Umfrage von Infratest Dimap zeigt: #Klimawandel wichtigstes Thema bei #Europawahl2019. Ein Zuwachs von satten +22% geg…";1129266296904982529.0000000000;"2019-05-17 08:04:00";0;32;0;0;1;Jumpsteady;NULL;NULL;NULL;MalinJessica
"Das Stiefkind der Energiewende könnte 30 Prozent des Energiebedarfs Österreichs decken https://t.co/2l7KD8Zicv #Klimawandel";1129266584248311808.0000000000;"2019-05-17 08:05:09";4;2;0;0;0;NULL;NULL;NULL;NULL;futurezoneat
"RT @pakTagi: Ihr habt sicher alle diese verblüffende Exxon-Grafik von 1982 zum Klimawandel gesehen? Hier ist die Geschichte dazu: https://t…";1129266611389652993.0000000000;"2019-05-17 08:05:15";0;3;0;0;1;pakTagi;NULL;NULL;NULL;KueddeR
"RT @futurezoneat: Das Stiefkind der Energiewende könnte 30 Prozent des Energiebedarfs Österreichs decken https://t.co/2l7KD8Zicv #Klimawand…";1129266678444044288.0000000000;"2019-05-17 08:05:31";0;2;0;0;1;futurezoneat;NULL;NULL;NULL;FNero7
"RT @philipp_kaestli: @SVPch Weniger Klimawandel -> weniger Fluchtgründe -> weniger Flüchtlinge. 
Ihr seid gefordert, liebe @SVPch!
(Zum Han…";1129266901392216064.0000000000;"2019-05-17 08:06:24";0;1;0;0;1;philipp_kaestli;NULL;NULL;NULL;philipp_kaestli
"RT @FfFEssen: Jedem Tag läuft die Uhr..
Wir haben noch 11 Jahre zeit..
Dann ist der Klimawandel unumstößlich..
Wir haben kein Bock darauf,…";1129267082678407168.0000000000;"2019-05-17 08:07:07";0;40;0;0;1;FfFEssen;NULL;NULL;NULL;Beginentum
"@tagesschau Und nur 71% als grösste Bedrohung https://t.co/EYhwl2MaPw und beim Klimaschutz landet Deutschland auf dem vorletzten Platz in der EU: Germany - almost zero points https://t.co/EppDPKnlC9";1129267108586688512.0000000000;"2019-05-17 08:07:14";0;0;0;0;0;NULL;NULL;NULL;NULL;joergprante
"RT @hoffmannkathrin: Konzerne gehen beim #Klimaschutz mutig voran. Die deutsche Politik dagegen verhandelt zwar, handelt aber nicht - Wen w…";1129267168246472705.0000000000;"2019-05-17 08:07:28";0;14;0;0;1;hoffmannkathrin;NULL;NULL;NULL;mymission2030
"@PeterSchaerli @SkaKeller Der von Menschen verursachte #Klimawandel existiert. Das hat nichts mit verschiedenen Meinungen zu tun. Zum Umgang mit den Leugnern siehe auch diesen Tweet: https://t.co/bKbgtsOzIb Daher gab's beim #Schlagabtausch leider zuviel Sendezeit für Falschaussagen.";1129267426112233472.0000000000;"2019-05-17 08:08:29";2;0;0;0;0;NULL;NULL;NULL;NULL;gruenestuttgart
"Fragen zu #Erderwärmung und #Klimawandel? Bloomberg zeigt es auf. Effizientes Lehrmaterial damit sich auch @KoeppelRoger mal etwas Klimabildung aneignen darf

https://t.co/lQMQODunDl";1129267460912427008.0000000000;"2019-05-17 08:08:38";0;0;0;0;0;NULL;NULL;NULL;NULL;rutishauserc1
"RT @nicolangecdu: Wie Merkel setzt Kramp-Karrenbauer in den Bereichen Sicherheit, Verteidung, Innovation, Wohlstandssicherung und Klimawand…";1129267525928280064.0000000000;"2019-05-17 08:08:53";0;8;0;0;1;nicolangecdu;NULL;NULL;NULL;Kern_Christoph
"RT @PlatonsTochter: Hat der #Meuthen jetzt gerade gesagt, niemand leugnet den Klimawandel. 
#Schlagabtausch https://t.co/Tcp9DuM1GG";1129267533415157760.0000000000;"2019-05-17 08:08:55";0;3;0;0;1;PlatonsTochter;NULL;NULL;NULL;LAguja44
"RT @Fraulein_Antje: Heute auf 3500m auf der Suche nach dem #Klimawandel. 

Nicht gefunden. https://t.co/T9o92bCB3b";1129267540662849537.0000000000;"2019-05-17 08:08:57";0;4;0;0;1;Fraulein_Antje;NULL;NULL;NULL;Fraulein_Antje
"Special zur #Europawahl2019 🇪🇺
11 der 28 EU-Länder haben ihre nationalen Klimaziele bereits erreicht. 🌈🌞 Wichtige Fakten zu Klimawandel und anderen EU-Themen – einfach erklärt auf „EU+DU“: https://t.co/T8090fMMmn
#Klimaschutz #Umwelt https://t.co/aw03CwBTZL";1129267553727967232.0000000000;"2019-05-17 08:09:00";0;0;0;0;0;NULL;NULL;NULL;NULL;AKTIVWirtschaft
"RT @Fraulein_Antje: Heute auf 3500m auf der Suche nach dem #Klimawandel. 

Nicht gefunden. https://t.co/T9o92bCB3b";1129267585772654592.0000000000;"2019-05-17 08:09:07";0;4;0;0;1;Fraulein_Antje;NULL;NULL;NULL;meineStimmeDE
"#Klimaziele - #Deutschland ist mehr als beschämend! Traurig und wütend zugleich!!! 
Wir müssen jetzt endlich handeln!  Sonst ist es zu spät. Wir haben keine Zeit mehr. Keine hohle Phrasen, sondern handeln. Act now @RegSprecher
#climatechange #Klimawandel
#Lobbyismus #Kapitalismus https://t.co/Lbh57MWY5Q";1129267608619016192.0000000000;"2019-05-17 08:09:13";0;0;0;0;0;NULL;NULL;NULL;NULL;SaveOurPlanetxx
"@zeitonline Die Frage ist, wird es in den kommenden, dunklen Zeiten irgendwann Historiker geben die das beschreiben können, das Zurückprügeln der Bevölkerungsmehrheit auf den Stand vor 1848, verbunden mit der über alle Kanäle posaunten Ideologie vom menschengemachten Klimawandel.";1129267673672626177.0000000000;"2019-05-17 08:09:28";1;0;0;0;0;NULL;NULL;NULL;NULL;luciaratisbona
"RT @LudgerWess: Das Land, das den #Klimawandel eigenhändig stoppen will, schafft es seit mehr als 30 Jahren nicht, auf einer Zugreise von H…";1129267726017531904.0000000000;"2019-05-17 08:09:41";0;14;0;0;1;LudgerWess;NULL;NULL;NULL;weigl_
"RT @HaasMeiko: Berlin, 8 Grad und Dauerregen.
Danke an alle Teilnehmer der #FridaysForFuture Demos, ihr habt den Klimawandel gestoppt.";1129267930829598720.0000000000;"2019-05-17 08:10:30";0;76;0;0;1;HaasMeiko;NULL;NULL;NULL;fragichmich
"Umfrage zum Klimawandel: 86% der Befragten im DeutschlandTrend sagen, der Mensch ist schuld https://t.co/XQS0vTCuPW #ClimateChange";1129268032918970369.0000000000;"2019-05-17 08:10:54";0;0;0;0;0;NULL;NULL;NULL;NULL;AchimMuellers
"RT @startnext: "Was mich am meisten fasziniert ist, dass dieses kleine Land all die großen globalen Themen der Gegenwart perfekt illustrier…";1129268182664007680.0000000000;"2019-05-17 08:11:30";0;3;0;0;1;startnext;NULL;NULL;NULL;_Kun3_0
"RT @Die_Gruenen: "Es ist doch absurd, dass wir im Jahr 2019 darüber streiten, ob es den Klimawandel gibt oder nicht." @SkaKeller beim #Schl…";1129268248669806592.0000000000;"2019-05-17 08:11:45";0;72;0;0;1;Die_Gruenen;NULL;NULL;NULL;blocksb1
"RT @aIItagspoet: Unfassbar, dass sich diese 25 Männer statt um Probleme wie den Klimawandel zu kümmern lieber damit befassen, dass Ärzte di…";1129268275106463744.0000000000;"2019-05-17 08:11:52";0;15;0;0;1;aIItagspoet;NULL;NULL;NULL;Niallina1985_1D
"@IQ_Stimulator @NordischbyNatur @SM100d , @OnkelSir , @laurin15320
Suizid kann auch eine Lösung sein, Frau Baumgärtner!

"Massensuizid für den Klimawandel!"

Ich hoffe, @Die_Gruenen gehen mit gutem Beispiel voran! https://t.co/MYT6LGEs25";1129268330488061952.0000000000;"2019-05-17 08:12:05";2;2;0;0;0;NULL;NULL;NULL;NULL;laurin1532O
"Für ein gerechtes, umweltbewusstes, vereintes und starkes Europa! #KlimaschutzWählen #EuropaistdieAntwort #FridaysForFurture #EUelections2019 #Grünwählen #zukunft #Klimawandel #fckafd https://t.co/dP6iONRFaM";1129268348427096064.0000000000;"2019-05-17 08:12:09";0;0;0;0;0;NULL;NULL;NULL;NULL;EricksonTarik
"RT @SVPch: SVP-Nationalrat Thomas Matter: «Unter dem Deckmantel des Klimawandels sollen die Grenzen noch mehr geöffnet werden.» Der Zürcher…";1129268490349760513.0000000000;"2019-05-17 08:12:43";0;32;0;0;1;SVPch;NULL;NULL;NULL;POSchenker
"RT @Die_Gruenen: "Es ist doch absurd, dass wir im Jahr 2019 darüber streiten, ob es den Klimawandel gibt oder nicht." @SkaKeller beim #Schl…";1129268499967291392.0000000000;"2019-05-17 08:12:45";0;72;0;0;1;Die_Gruenen;NULL;NULL;NULL;Lauda_MegFinn
"„Überdies versteht Altmaiers Generation von Politikerinnen und Politikern nicht, dass der ... Klimawandel ein fundamentales Gerechtigkeitsproblem aufwirft, das neben globaler Gerechtigkeit eben vor allem die Generationengerechtigkeit betrifft.“ #KlimaschutzWählen #NieMehrCDU https://t.co/cIJkZDKWWZ";1129268550819041281.0000000000;"2019-05-17 08:12:57";0;0;0;0;0;NULL;NULL;NULL;NULL;EdKul
"RT @HaasMeiko: Berlin, 8 Grad und Dauerregen.
Danke an alle Teilnehmer der #FridaysForFuture Demos, ihr habt den Klimawandel gestoppt.";1129269104152666112.0000000000;"2019-05-17 08:15:09";0;76;0;0;1;HaasMeiko;NULL;NULL;NULL;reimundtrompell
"RT @futurezoneat: Das Stiefkind der Energiewende könnte 30 Prozent des Energiebedarfs Österreichs decken https://t.co/2l7KD8Zicv #Klimawand…";1129269162789015553.0000000000;"2019-05-17 08:15:23";0;2;0;0;1;futurezoneat;NULL;NULL;NULL;ogalb_nafets
"RT @Fraulein_Antje: Heute auf 3500m auf der Suche nach dem #Klimawandel. 

Nicht gefunden. https://t.co/T9o92bCB3b";1129269415118299136.0000000000;"2019-05-17 08:16:24";0;4;0;0;1;Fraulein_Antje;NULL;NULL;NULL;landhaustussy
"RT @Jumpsteady: Neue Umfrage von Infratest Dimap zeigt: #Klimawandel wichtigstes Thema bei #Europawahl2019. Ein Zuwachs von satten +22% geg…";1129270058214133760.0000000000;"2019-05-17 08:18:57";0;32;0;0;1;Jumpsteady;NULL;NULL;NULL;mymission2030
